Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,ENCOUNTERS,PROCEDURES
2f156834-9a58-3701-a28b-d5dd1ba49181,74ab949d-17ac-3309-83a0-13b4405c66aa,Ted955 Reilly981,M,GENERAL PRACTICE,881 Main Street,Fitchburg,MA,01420,42.586487,-71.80521,168,0
556cdd66-9052-39a3-963a-4402dc4a5b50,faffaf6a-ee1a-3673-b0b0-421a9c249244,Jaunita130 Armstrong51,F,GENERAL PRACTICE,66 WASHINGTON ST,STOUGHTON,MA,020722571,42.14415820061801,-71.10378319512402,79,0
793fefee-f611-30be-9895-c3eee61b3ccd,17a4bae5-8b64-34d7-8144-b428be027bd0,Olympia319 Ward668,F,GENERAL PRACTICE,512 MAIN STREET  SUITE 211,SHREWSBURY,MA,015456406,42.295109499999995,-71.71808471110307,5,0
5d3d225a-c6ae-3372-bc54-f32bf32ed048,e09d4c49-c2ef-3b0f-9a46-3719d9219306,Jules135 Emard19,M,GENERAL PRACTICE,60 HOSPITAL RD,LEOMINSTER,MA,014533290,42.54031915,-71.76312990486304,61,0
7d674678-734c-3260-91b7-ee74e1a1696f,77645e49-3f69-3d1d-bb93-dc65210e2fac,Vella930 Ankunding277,F,GENERAL PRACTICE,363 HIGHLAND AVE,FALL RIVER,MA,027205246,41.7093779,-71.1460783680883,6,0
d8549460-ea42-3c11-925f-c5865ecf6f9f,2936ca90-6594-357d-be14-53fe0ab84dd1,Avis183 Ankunding277,F,GENERAL PRACTICE,11 TREMONT ST,KINGSTON,MA,023641231,42.00823215,-70.72984043580247,13,0
e6d2c2fd-76be-37c9-80ff-374ba85ff0c1,77d67d58-b097-3309-a94c-abd49c432528,Demetrius568 Moore224,M,GENERAL PRACTICE,383 MILL ST,WORCESTER,MA,016022414,42.2618147,-71.85253220643622,2,0
37d27363-6086-3d7d-a01c-0f4a94d18746,71472d9b-aa5c-3b49-a5c3-d0eee8859015,Tyree261 Kutch271,M,GENERAL PRACTICE,118 WATERHOUSE RD STE C,BOURNE,MA,025328305,41.7281115,-70.5861571324252,39,0
f75f9cd8-5073-3fbd-86aa-9038fcc1f87d,88e28a1c-aad9-36d0-832b-b579ecb95c3d,Cherish740 Toy286,F,GENERAL PRACTICE,14 MANNING AVENUE,LEOMINSTER,MA,014535768,42.5253035,-71.7584413,14,0
0535525d-b2ad-33f6-9cce-24df96ac4b16,52ecddd8-42f6-35cc-88a5-cf474c02fb49,Maxima831 Fahey393,F,GENERAL PRACTICE,94 OBERY STREET,PLYMOUTH,MA,023602130,41.93725,-70.65503160208334,12,0
36860aab-1e73-364e-96a1-8e1dda370162,65450d34-6d61-3601-b325-9d471587b016,Rachael540 Moore224,F,GENERAL PRACTICE,4 COURTHOUSE LN,CHELMSFORD,MA,018241731,42.62439345,-71.35881000636567,32,0
60457cfe-50cd-353b-9613-00bca4fbc686,4846e68f-845b-38e6-aa40-48196bf9ff0e,Carylon722 Corwin846,F,GENERAL PRACTICE,130 COLRAIN RD,GREENFIELD,MA,013019625,42.59140995,-72.62336230812821,1,0
017ffb2b-ad9a-32a9-9387-8fbb418c7d93,fe675917-7b09-3afd-a6e6-128cc4de4734,Rod343 Kohler843,M,GENERAL PRACTICE,319A ALLSTON STREET,BRIGHTON,MA,021357652,42.345093,-71.139804,2,0
d45975f3-1dae-351d-ab8e-8c829be8e9dc,bdc3ee76-9cf3-316d-b202-a8da1ea3fa20,Laverna97 Rippin620,F,GENERAL PRACTICE,130 RUMFORD AVENUE  SUITE 211,AUBURNDALE,MA,024661370,42.35853505,-71.24125521214887,2,0
95b95d76-2434-3e5b-9d4b-d572ae904676,cee48694-b526-344a-b87c-42abe3e6f643,Deshawn686 Waters156,M,GENERAL PRACTICE,255 INDEPENDENCE DR,HYANNIS,MA,026011854,41.6772926,-70.29842983396861,16,0
