Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
012434c8-55a2-a655-a50e-559abf73d70a,2010-12-07,,999-74-9823,,,,Lavern240,,Kuvalis369,,,,white,nonhispanic,M,Springfield  Massachusetts  US,203 Eichmann Road,Walpole,Massachusetts,Norfolk County,25021,02081,42.18906006444926,-71.27955918476822,52721.23,14312.23,357900
e0313361-32dc-573a-600e-2f086164856b,1970-05-21,,999-38-6512,S99951625,X40909031X,Mr.,Guillermo498,,Reyna401,,,M,white,hispanic,M,Port-au-Prince  Haiti  HT,292 Buckridge Arcade Suite 60,Windsor,Massachusetts,Berkshire County,,00000,42.51274466969007,-73.08686815630219,107277.87,14004.62,118048
21dc3b2f-1374-d3a2-1f48-1732a69ddd36,2015-11-26,,999-21-8307,,,,Veola813,Mindi87,Bernier607,,,,white,hispanic,F,Marshfield  Massachusetts  US,850 Bogan Tunnel,Westfield,Massachusetts,Hampden County,25013,01085,42.15838065501018,-72.74858247240161,28544.48,1067.14,69909
b7fa171b-047f-9097-3c9e-7b8a8f69ea6b,2002-09-12,,999-94-8008,S99917132,X25852639X,Ms.,Vergie176,Breanna581,Windler79,,,,white,nonhispanic,F,Longmeadow  Massachusetts  US,110 Auer Manor,Amherst Center,Massachusetts,Hampshire County,,00000,42.3362142378284,-72.47055444201138,9019.75,181554.30,25545
67a8d2f4-eda2-62bd-574e-5abb593fb4bb,2024-02-15,,999-42-5760,,,,King743,Andreas188,Oberbrunner298,,,,white,nonhispanic,M,Lynn  Massachusetts  US,602 Wuckert Estate,Arlington,Massachusetts,Middlesex County,25017,02476,42.447395157511735,-71.17966338416744,2975.91,0.00,54930
135497b4-4502-3a7c-c2d3-219104fdb2b5,2005-11-19,,999-52-2336,S99951295,,Ms.,Myrle831,Tamie596,Hackett68,,,,white,nonhispanic,F,Boston  Massachusetts  US,778 Kuhic Club,Acton,Massachusetts,Middlesex County,,00000,42.48312161593956,-71.47594413434115,65316.86,8524.65,130561
cc8afccd-388e-3fb3-4d28-fa39cb0cc306,1999-05-14,,999-61-6178,S99973162,X67546183X,Ms.,Thora330,,Schiller186,,,,white,nonhispanic,F,Salem  Massachusetts  US,118 Zboncak Key,Boston,Massachusetts,Suffolk County,25025,02116,42.32279599827438,-71.10304559672694,6468.37,224293.56,14048
3d415b58-1766-7b96-d563-940f68ef9fb0,1989-02-10,,999-98-7371,S99949874,X1396829X,Mrs.,Rayna237,Cristie97,Ullrich385,,Waters156,M,white,nonhispanic,F,Worcester  Massachusetts  US,736 Lockman Path Suite 94,Peabody,Massachusetts,Essex County,25009,01960,42.57461059048282,-70.99572463574344,229333.77,953681.26,500108
d3b0b6ae-6b8d-fb7e-3f88-365630c25e0a,2022-01-23,,999-55-9249,,,,Rudy520,Roseline981,Huels583,,,,white,nonhispanic,F,Mattapoisett  Massachusetts  US,140 VonRueden Estate,Easton,Massachusetts,Bristol County,,00000,42.050138932589455,-71.07743524966645,9721.01,32.81,158934
a032875f-b7ab-94b9-e490-5cc9a4d3b795,1999-10-08,,999-79-4842,S99926194,X35341294X,Ms.,Valentina258,Trudy596,Fisher429,,,,white,nonhispanic,F,Paris  Ile-de-France  FR,467 Nienow Overpass Apt 85,Weston,Massachusetts,Middlesex County,,00000,42.40354628227603,-71.28160833196324,123113.34,151037.77,391734
43607e62-1f62-6492-9fd9-c7966e65c976,2011-03-29,,999-56-3733,,,,Brett333,Debby656,Crona259,,,,white,nonhispanic,F,Taunton  Massachusetts  US,714 Medhurst Gate Apt 2,Attleboro,Massachusetts,Bristol County,25005,02703,41.92386641999658,-71.3697829236987,28318.64,44925.79,105795
c1f1b639-e04c-21a2-4699-22afe9fd76f1,2023-01-07,,999-84-7729,,,,Dannie881,Harland508,Oberbrunner298,,,,white,hispanic,M,East Longmeadow  Massachusetts  US,736 Runte Rue,Danvers,Massachusetts,Essex County,25009,01937,42.526815721953845,-70.90379642252758,3412.31,1985.22,60787
a6883df1-f779-f73e-a4dc-5b4f0bc3231d,1982-03-27,,999-36-7839,S99958488,X85012111X,Mrs.,Rosario163,Isabela97,Muro989,,Mayorga262,M,black,hispanic,F,San Salvador  El Salvador  SV,455 Huel Club,Saugus,Massachusetts,Essex County,25009,01906,42.44439381270037,-71.06249300975034,443677.25,436257.70,112669
